pokemon_identifier,entry_number,flavor_text
klinklang,1,"From its spikes, it launches powerful blasts of electricity. Its red core contains an enormous amount of energy."
klinklang,2,The three gears that compose this Pokémon spin at high speed. Its new spiked gear isn’t a living creature.
tynamo,1,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning."
tynamo,2,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock."
eelektrik,1,It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps.
eelektrik,2,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity."
eelektross,1,"With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity."
eelektross,2,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
elgyem,1,"If this Pokémon stands near a TV, strange scenery will appear on the screen. That scenery is said to be from its home."
elgyem,2,This Pokémon was discovered about 50 years ago. Its highly developed brain enables it to exert its psychic powers.
beheeyem,1,"Whenever a Beheeyem visits a farm, a Dubwool mysteriously disappears."
beheeyem,2,"Sometimes found drifting above wheat fields, this Pokémon can control the memories of its opponents."
litwick,1,The flame on its head keeps its body slightly warm. This Pokémon takes lost children by the hand to guide them to the spirit world.
litwick,2,"The younger the life this Pokémon absorbs, the brighter and eerier the flame on its head burns."
lampent,1,"This Pokémon appears just before someone passes away, so it’s feared as an emissary of death."
lampent,2,"It lurks in cities, pretending to be a lamp. Once it finds someone whose death is near, it will trail quietly after them."
chandelure,1,This Pokémon haunts dilapidated mansions. It sways its arms to hypnotize opponents with the ominous dancing of its flames.
chandelure,2,"In homes illuminated by Chandelure instead of lights, funerals were a constant occurrence— or so it’s said."
axew,1,These Pokémon nest in the ground and use their tusks to crush hard berries. Crushing berries is also how they test each other’s strength.
axew,2,"They play with each other by knocking their large tusks together. Their tusks break sometimes, but they grow back so quickly that it isn’t a concern."
fraxure,1,"After battle, this Pokémon carefully sharpens its tusks on river rocks. It needs to take care of its tusks—if one breaks, it will never grow back."
fraxure,2,"Its skin is as hard as a suit of armor. Fraxure’s favorite strategy is to tackle its opponents, stabbing them with its tusks at the same time."
haxorus,1,Its resilient tusks are its pride and joy. It licks up dirt to take in the minerals it needs to keep its tusks in top condition.
haxorus,2,"While usually kindhearted, it can be terrifying if angered. Tusks that can slice through steel beams are how Haxorus deals with its adversaries."
cubchoo,1,"When this Pokémon is in good health, its snot becomes thicker and stickier. It will smear its snot on anyone it doesn’t like."
cubchoo,2,"It sniffles before performing a move, using its frosty snot to provide an icy element to any move that needs it."
beartic,1,"It swims through frigid seas, searching for prey. From its frozen breath, it forms icy fangs that are harder than steel."
beartic,2,"It swims energetically through frigid seas. When it gets tired, it freezes the seawater with its breath so it can rest on the ice."
cryogonal,1,"With its icy chains, Cryogonal freezes those it encounters. It then takes its victims away to somewhere unknown."
cryogonal,2,"When the weather gets hot, these Pokémon turn into water vapor. Cryogonal are almost never seen during summer."
shelmet,1,"When attacked, it tightly shuts the lid of its shell. This reaction fails to protect it from Karrablast, however, because they can still get into the shell."
shelmet,2,"It has a strange physiology that responds to electricity. When together with Karrablast, Shelmet evolves for some reason."
accelgor,1,It moves with blinding speed and lobs poison at foes. Featuring Accelgor as a main character is a surefire way to make a movie or comic popular.
accelgor,2,"Discarding its shell made it nimble. To keep itself from dehydrating, it wraps its body in bands of membrane."
stunfisk,1,"Thanks to bacteria that lived in the mud flats with it, this Pokémon developed the organs it uses to generate electricity."
stunfisk,2,"For some reason, this Pokémon smiles slightly when it emits a strong electric current from the yellow markings on its body."
stunfisk-galar,1,Living in mud with a high iron content has given it a strong steel body. 
stunfisk-galar,2,"Its conspicuous lips lure prey in as it lies in wait in the mud. When prey gets close, Stunfisk clamps its jagged steel fins down on them. "
mienfoo,1,"In one minute, a well-trained Mienfoo can chop with its arms more than 100 times."
mienfoo,2,"Though small, Mienfoo’s temperament is fierce. Any creature that approaches Mienfoo carelessly will be greeted with a flurry of graceful attacks."
mienshao,1,"When Mienshao comes across a truly challenging opponent, it will lighten itself by biting off the fur on its arms."
mienshao,2,"Delivered at blinding speeds, kicks from this Pokémon can shatter massive boulders into tiny pieces."
druddigon,1,"Druddigon lives in caves, but it never skips sunbathing—it won’t be able to move if its body gets too cold."
druddigon,2,"Druddigon are vicious and cunning. They take up residence in nests dug out by other Pokémon, treating the stolen nests as their own lairs."
golett,1,"They were sculpted from clay in ancient times. No one knows why, but some of them are driven to continually line up boulders."
golett,2,"This Pokémon was created from clay. It received orders from its master many thousands of years ago, and it still follows those orders to this day."
golurk,1,Artillery platforms built into the walls of ancient castles served as perches from which Golurk could fire energy beams.
golurk,2,"There’s a theory that inside Golurk is a perpetual motion machine that produces limitless energy, but this belief hasn’t been proven."
pawniard,1,It uses river stones to maintain the cutting edges of the blades covering its body. These sharpened blades allow it to bring down opponents.
pawniard,2,"A pack of these Pokémon forms to serve a Bisharp boss. Each Pawniard trains diligently, dreaming of one day taking the lead."
bisharp,1,"It’s accompanied by a large retinue of Pawniard. Bisharp keeps a keen eye on its minions, ensuring none of them even think of double-crossing it."
bisharp,2,Violent conflicts erupt between Bisharp and Fraxure over places where sharpening stones can be found.
